"cardId","variantId","canonicalId","language","setId","setCode","collectorNumber","variant","imageVariantId","assetId","reason"
"5844681b-589d-46eb-9e7b-89975f0575c2","5c1a1cdc-0778-4788-90aa-4ce6c4f546e3","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:18:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","18","first_edition","e0036db7-ed58-4d03-a3fb-fdd9360f67b9","98f87664-8435-4900-bc2f-9e1031043cf9","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"f4bba2cb-ab08-41f9-b276-d0983ed66136","4a89dd2e-98a9-4b7c-9e86-ae59fac7083c","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:19:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","19","first_edition","0ca8f138-5c86-4921-9024-12c91faf8835","054ccc02-0204-46cc-b705-3370aefd91ec","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"0db806f9-2f13-4d17-a9a7-6d0fdee6b634","65562c18-4cb6-42ce-a3b5-fff2b423e214","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:20:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","20","first_edition","79f9c1a4-9ec6-4ea2-bfdf-e57a557ceee0","03fc3991-00fe-416e-8bec-63621c92b1f8","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"305a6fd2-72cc-43ee-b4e0-a495dc413131","af1addc5-1a1e-410e-af73-63c43bd713de","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:21:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","21","normal","46d3ca4f-7f2d-4c9d-9a9d-e688f2090389","27f6c7db-2c7b-40e2-af93-52c714978b49","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"b08ba2eb-50ab-4b07-a24b-ed1fb5c93077","a5d03549-bc3b-4068-8930-f7180cf3310f","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:22:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","22","normal","64615b2d-ceb4-40df-a972-ae98632eea85","86d7ff2d-504e-4b2b-a1e6-7e3cd5e2db11","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"8f54c8e6-b938-4da0-a81b-46cf66e58c09","53f6fe7c-e837-4922-8d4f-e696bae79b7a","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:23:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","23","normal","c879feb0-07a4-4a18-9ac0-e4ad6d60e0b6","0d385c4b-72cf-48f9-bee7-79a059fcdaae","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"8784c26c-f3ee-4367-9798-26628daf61c4","7fae5e3c-880a-4166-af11-91b0c85553a3","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:24:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","24","first_edition","0fe8860d-205b-4244-bd73-b2dbda81cfd1","96ad5845-05e8-4e69-8905-6b9fde9d6278","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"d971817a-22e5-4af9-a66b-750bb233e6d2","2e451023-1d30-4885-b5e2-ac1f7768554e","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:25:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","25","first_edition","b422a6f0-f347-4ad1-8448-1ea0c52eb32f","156d5c59-a27f-429f-ac63-6ff7940a98cc","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"b1122cb7-5f2a-4399-963f-89a3bfc38fbf","40d9035e-95af-4a4a-8d86-f0162e6f196b","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:26:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","26","first_edition","c5200da5-fb29-4b4f-aeb1-b795db3bc08e","714d482d-c2a9-4ba4-8fbd-bed06020e295","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"db826a40-40ec-4d2a-8d79-71a6b18b093f","6aa96c82-1716-4494-9728-841274c0ff14","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:27:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","27","first_edition","fd364af1-3460-48ef-a188-9efa565ccb9a","429a719f-d9dd-4843-9065-6b2b95269cd3","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"43d1a830-5e57-412a-ace0-e95c27eccb20","c41df6d6-be66-4740-abdd-60be6f1b959b","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:29:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","29","normal","60f8aa2a-479e-48a8-bf83-c95970e92f06","20da12a9-25c0-45d6-a1f1-e73913420fa4","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"3efe02f4-5479-424c-9ed1-4bf36a40f0a3","ff4974d6-d340-49db-8577-dbfc382e4b09","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:30:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","30","first_edition","39327ef3-dcc9-4f90-85e3-993c6ef70f39","5c3a53df-3466-4ab9-a793-20fa2d5c2cd5","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"e0950ddd-343c-42a7-8916-62d447a42d8e","0b395a73-7fe2-45b8-841a-005a332dfa2b","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:31:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","31","first_edition","e6afa9be-2b86-4c51-be2a-bc96950a5ad6","2e5a3b4d-2d46-4c25-b5a7-a8fa052e4e4f","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"e76fe2f7-ada0-41d4-8b07-dfca0f295b46","7d383d3b-2790-4874-a92b-2a781548cbeb","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:33:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","33","first_edition","0a7243a9-724b-4d04-a106-2aa8fc76502b","39a8e99a-99dc-4f2b-8ab8-55847e820277","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"ab5b4504-1ca0-4684-8499-bc6d830c35e1","440024e6-003b-4b47-a84a-265805e03fdc","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:34:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","34","first_edition","310a76db-0123-43fa-8100-22a5ead83682","34cea80b-ed3c-47b8-aa0d-3490352040c5","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"6c9dd87e-5808-46a3-bcd9-f7524e191b68","5a3c007f-0e73-46d3-9185-2f7c9bf02820","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:35:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","35","normal","86edddcb-7a8e-4b53-9b5c-469232df04af","10d06f44-0113-4a50-80af-8eaf0e88708a","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"82886677-74c6-4e17-8ad5-7c759aa1d12b","100f8934-4b4a-42bd-9bd7-2d291e4045c6","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:36:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","36","first_edition","061182a3-79fe-4e70-838a-e2d900a70cf9","345f9d81-05d1-41e0-88ac-62820dc3f9a8","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"c0a69596-1fdb-403a-abbd-32d184354729","36d059fd-c8b3-43f0-b480-00802b53b703","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:37:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","37","first_edition","0d8687d0-a0ce-4166-aba5-ee9db211867a","30a4e3d6-7a31-4d9e-a5f5-2d4f7a67f217","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"ff81d1f6-fbf8-44df-9db7-23c03e13521b","1a048c6f-e549-4591-a2ad-27f191792df8","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:38:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","38","first_edition","ef837e0f-11bf-4379-bb3a-9b097ca5f656","4f71502b-7b26-43f8-8af5-7be03291cc0a","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"4d169495-2d7c-4569-9d1c-5041439d2fe1","27db876e-5468-4c33-9991-dc68774a5604","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:39:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","39","first_edition","d7504b5f-f1bd-4da7-a006-695b44fa38de","0cf6eddf-8be3-40e1-aa8d-573865194b1e","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"4e86eb58-3631-4f86-ae9e-ed456dc3e927","21705cfc-d93c-448f-88f6-23ba33de4129","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:40:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","40","normal","0ceae621-5ceb-49ce-bd1f-0ac895d98fd8","131bf42f-984c-44a7-8e34-6c292f0dcb0b","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"67707378-ba99-40c9-b868-9032bbca292b","35adcc33-8cd8-40a3-90ab-da032fde01ae","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:41:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","41","first_edition","62c6b803-d8e6-43d2-b866-cd125834b83c","26803d0b-ee0e-442a-87d8-c10625d5f454","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"db527939-efea-436d-85ac-a7b704e92ff7","de5d7738-ffd1-4db6-8dd0-3d289129284f","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:42:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","42","normal","3cc1f9dd-ca81-4925-ad64-f8a0c76f1134","190c5a0e-be14-4f14-b015-1f064eb611d3","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"97fc8f05-6d16-4c42-b707-a316852cf7c1","3109478c-b52d-4867-960d-5ed102a44ab0","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:43:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","43","first_edition","f1bee046-1727-44de-95ea-02457ec1b475","9530444a-eeae-4556-86a9-66436151b484","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"eac8cac7-ab78-4f8e-8a76-c314dd55ad25","91f28ecb-a364-45f0-b611-5f90da4b5a01","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:44:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","44","first_edition","1b801c81-4054-4c37-b034-1b11df8acf8e","57a125b7-d5e6-4603-8415-fb4a16f61321","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"955ae3da-0fb3-47c0-816a-0e8be01c1ce9","5b3e147a-e474-4b88-8643-662aad5cab3e","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:46:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","46","normal","31e9ec9f-bcbb-45eb-93d5-f25eb0748e1f","abb04366-dadf-413c-8167-83a01e55f519","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"3aa4727a-0403-4955-b41d-2ce43f44fd07","99b09c6a-61ce-466c-b47c-fc208262acf9","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:48:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","48","normal","0438748b-134c-4cdb-91ff-d2662fd7a45d","0266745c-a7cf-4abe-a59c-c5e4b8a68c66","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"892815a7-d99e-4bc1-b762-add627008f61","5e573494-f304-4917-9040-f5468a64b64b","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:52:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","52","first_edition","a4b59f49-87bc-479e-9194-a06c2c475662","dc788d66-0f82-4ed4-9060-b581c9968150","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"35139e85-435b-4c5c-a2a4-58ce1ad0b6d2","b77d1eab-d3b7-48c3-ad94-4dbce7e43e13","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:53:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","53","normal","30098abc-0a38-4d89-b2fb-2a163592bcb1","a20e6a48-ec3a-4621-8119-c780adad1cc6","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"e2798f4e-e641-4798-89a9-d40988b4db0e","ffeb8e06-eac1-4754-a009-1657cb658d91","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:54:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","54","normal","580ee35b-e123-43a7-b812-1494c96f6530","a97d6b05-7db5-4492-8f94-f2e60b12b256","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"cf561286-8cef-43c3-9d5b-519de3b1ab00","04d00d59-d42b-42d7-9800-d62b0f32dbfc","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:55:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","55","normal","ba8fda38-0c92-4859-b53d-55e4127d73fd","0c0fe0b4-5d71-48dd-ac67-2d5cfb320609","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"448bf9db-1f34-4347-8ba3-ef38a6713123","942add5a-d1fd-4763-9d2f-edf16b72369d","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:56:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","56","normal","535e501c-a134-496f-95f4-5d3a3cd1a6c3","b1f19d83-a8b6-46f3-8d89-aa774a4f62f0","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"608ef6c7-7c42-4ef0-93a2-13d4c9581653","03978aa0-60b0-4a43-8928-29ea3c9dbafb","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:57:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","57","normal","c87773f5-ae22-4180-b6cf-1abd6ff9cb7f","cfc26cbc-63b8-4800-a8cf-753fe20de552","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"b1a1cb63-3f27-479a-a67f-67ba1011c3a8","5788e2fd-619f-41a6-81af-d63fab3ca4d9","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:59:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","59","normal","60c7d8db-9f75-4280-8449-3f7d50420fb6","15f16850-65fe-4093-98e5-25a9775e138c","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"226cb963-1eb1-4d79-89c6-6fc67603da48","236b7a74-76c9-4cb5-9b8f-9f84f95ce7f1","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:61:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","61","normal","2813a2fc-29f6-4145-aced-234c9a2adc0e","7920358b-f70c-4381-b8f7-0cc6ab94a7eb","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"763b68e3-d798-4fcc-97cc-3cef54b540b9","6a493a50-00a8-4f42-bcc0-49db4d7c7931","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:62:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","62","normal","c957d71e-c6ea-4f35-9bd4-5519c7033800","9a5928e4-8ccb-4da1-945a-26ace16d1879","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"cee051fd-036b-4fee-860a-46af33b3ce85","ed4fcae2-16be-4e42-a3c5-41afe03fa88c","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:63:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","63","normal","6a2b30bb-1bb4-4c0c-a978-9fa2d2f7c429","af483844-386c-4c9d-9c00-1187014819a3","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"f603f5f9-81fa-4c1f-b43a-014fd1827bd9","1fe7ae4b-f602-4a48-b481-1dda5fa02ba2","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:64:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","64","first_edition","6484afe9-c6fd-4ba2-87cb-408919e3cebb","603c3727-9cbe-49ea-8248-540fa12a805b","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"1237f0a6-592a-430d-b2a8-598fa56f13a9","26f5cd51-ab68-4b10-b1e9-7f6e11bb85cd","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:68:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","68","first_edition","b05c94aa-5159-40db-b8fc-d82fef2c55ba","bb710ce7-e5c4-4ec9-a6b4-76ba46fba8b1","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"21435a05-926c-4fe5-98fb-eb9a1e2decf4","08ab2891-7cb5-474e-8a9c-47d8a0a32db6","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:69:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","69","normal","bddd89e0-4616-433a-a67a-bc8926fd4af7","9e0d619c-3a7c-4aff-84ea-81b869cb5017","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"cfad8f95-1759-451a-bffa-975e6c43013c","484c53b2-7a72-4bab-958a-5c6efc8cb50e","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:70:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","70","normal","4eaa5943-e0b1-45aa-a010-55abcac91b56","1f079e90-47bb-4ea9-8e64-1ecb76761f49","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"6f749f88-fae9-4e89-891d-391a8faede1e","e3486596-23ba-4dac-a03d-fd89f99b3895","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:72:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","72","normal","0b183790-6d15-46e1-b21a-ec35ff287389","07490122-7055-4dab-95af-1d290950f5dc","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"a6630773-d85b-4547-9a5f-feeecd7e615d","95e18adc-f483-46e7-aba7-8718ab443e9e","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:73:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","73","normal","2e441530-510b-4d59-9020-eae12329c6d2","44b9f848-80c5-4e38-9ebb-507e1c2ee969","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"a08d7719-ff2a-4d2f-9767-41a7582bb7ed","2e97f797-01bf-4eeb-972c-f8b5999f6a2f","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:74:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","74","normal","1d9cc59e-6ea0-4589-b946-3eec7b586020","82cbd908-470a-4594-b522-4d9e46d11dda","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"e67548c6-634a-4c4e-9251-217cbfc70a7a","3b137520-d4d5-4b36-9c69-7db7775188db","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:75:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","75","first_edition","13fa62ec-b5f6-4e3d-99e1-aa47e6a254b1","a855314c-3d23-441f-ab58-48ae57a7a876","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"9c903737-5c93-4250-ade8-de6887e2dca6","a6e05747-f97b-4425-b423-ac751186e224","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:76:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","76","normal","40dabb1f-c3bd-47f1-b392-66cfd639b83f","446ac6df-a2ad-4305-b43d-7449eebecd31","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"e4898d12-3888-4f23-95e0-caa4dc38000b","1ff1cd47-82a2-4821-8655-8999e30ab151","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:78:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","78","first_edition","569874fb-2d21-44ee-a34d-bb1991048e91","9b7c5aa1-1ea4-4793-86bd-fad1e2431594","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"9ce7de0b-0c22-4350-a0c4-11fb5ce06634","41035fcb-7011-491d-8cd9-6177ca4df1f8","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:81:normal","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","81","normal","5503917b-65a5-48a3-af31-f2c1d43f5058","c1476e06-ec62-49ce-bc94-2688612a0963","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
"1b3eb17a-5f1e-422e-a86e-2f12ad554b80","90d55066-ca5f-410e-866b-b9dc8b7b71f3","pokemon:en:97e3aeb6-2645-4c3a-9fd4-10d95a181b6e:82:first_edition","en","97e3aeb6-2645-4c3a-9fd4-10d95a181b6e","base1","82","first_edition","56a87c4f-5b24-47c2-8ab4-1a57c2e23f49","28bec9f8-75a3-411e-997c-638af210a1ad","Existing alias crosses an edition/special distinction; withheld pending face/marking review, not queued as a new-image need."
